price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
7900,2012,jeep liberty,excellent,6,gas,106129,automatic,SUV,white,,2019-02-09,35
27500,2017,ram 1500,like new,8,gas,41000,automatic,pickup,grey,1,2019-03-05,31
7950,2013,chrysler 200,excellent,6,gas,72025,automatic,sedan,blue,,2019-03-17,63
2995,2006,toyota corolla,excellent,4,gas,,automatic,sedan,black,,2018-07-28,35
7500,,jeep wrangler,good,6,gas,162000,manual,SUV,black,1,2018-08-27,84
30495,2018,ford econoline,excellent,,gas,33000,automatic,truck,white,,2019-01-05,75
26995,2018,ford econoline,excellent,10,gas,49000,automatic,truck,,,2019-03-18,39
12999,2007,jeep wrangler,good,,gas,133041,automatic,SUV,,1,2018-09-18,37
11499,2010,ford f150,good,8,gas,,automatic,pickup,green,1,2019-04-19,16
1800,2007,ford f-150,fair,8,gas,180000,automatic,truck,red,1,2018-06-17,46
10985,2014,chevrolet traverse,excellent,6,gas,108898,automatic,SUV,white,1,2019-04-10,46
2000,,ford mustang,good,6,gas,128000,automatic,coupe,silver,,2018-08-07,43
11485,2013,ford escape,excellent,4,gas,52680,automatic,SUV,green,1,2018-10-16,34
5500,2007,toyota prius,like new,4,hybrid,111098,automatic,hatchback,black,,2018-06-23,8
16500,1999,ford f-250,excellent,8,diesel,137000,manual,pickup,white,1,2019-04-16,19
2000,2001,chevrolet silverado,good,6,gas,113000,automatic,truck,silver,,2018-10-05,66
2000,1999,toyota camry,excellent,4,gas,202734,automatic,sedan,white,,2018-06-18,34
6500,2009,honda accord,excellent,,gas,129000,automatic,sedan,,,2018-12-13,127
7500,2001,chevrolet silverado 1500,excellent,8,gas,180000,automatic,pickup,white,1,2018-10-13,21
6500,2007,ford ranger,like new,4,gas,145000,automatic,pickup,white,,2019-03-09,31
6900,,toyota tacoma,like new,,gas,236250,automatic,truck,black,,2018-09-01,30
5500,2006,ford ranger,good,,gas,130000,automatic,truck,grey,1,2018-08-30,7
12500,2013,volkswagen passat,excellent,4,diesel,53508,automatic,sedan,,,2018-10-25,46
5495,2000,toyota tundra,good,8,gas,232090,automatic,truck,blue,,2019-03-14,67
22900,2014,jeep wrangler,excellent,6,gas,,automatic,SUV,black,1,2018-07-31,39
18000,1999,ford f-250,good,8,diesel,287000,automatic,truck,white,1,2019-02-06,31
12500,2003,ford mustang,excellent,8,gas,60000,manual,coupe,,,2018-12-21,45
5299,2009,nissan maxima,excellent,6,gas,124000,automatic,sedan,black,,2018-06-12,8
4995,2009,volkswagen jetta,excellent,4,gas,86000,automatic,sedan,white,,2018-10-31,38
4500,2003,chevrolet suburban,good,8,gas,192391,automatic,SUV,black,,2018-09-08,10
9900,2008,ford f150,excellent,8,gas,,automatic,truck,blue,1,2018-12-02,16
7700,2002,toyota tacoma,like new,4,gas,86129,automatic,pickup,red,,2018-08-17,21
4295,2014,ford focus,like new,4,gas,120000,automatic,sedan,,,2019-01-31,13
4500,2003,chevrolet suburban,good,8,gas,192391,automatic,SUV,black,,2018-06-17,6
20900,2011,gmc sierra 2500hd,good,8,gas,112635,automatic,truck,silver,1,2018-07-07,38
8450,2013,nissan altima,excellent,4,gas,110000,automatic,sedan,,,2018-08-19,22
3000,,ford focus,like new,,diesel,,automatic,sedan,,,2018-10-24,15
13998,2014,kia soul,excellent,4,gas,49172,automatic,SUV,brown,,2018-07-15,28
5995,,toyota camry,good,4,gas,152113,automatic,sedan,silver,,2018-05-09,16
4962,2004,nissan maxima,good,6,gas,107803,automatic,sedan,,,2019-02-23,47
5995,2005,nissan maxima,good,,gas,,automatic,sedan,,,2018-05-21,27
33986,2015,chevrolet silverado,excellent,8,gas,87757,automatic,truck,,1,2019-01-30,26
4895,2003,hyundai santa fe,good,,gas,140657,automatic,SUV,white,1,2018-05-08,24
3600,2004,honda pilot,good,6,gas,110559,automatic,SUV,blue,1,2018-08-24,28
5000,2006,chevrolet colorado,good,5,gas,231580,automatic,truck,silver,1,2019-04-10,77
8850,2007,chevrolet trailblazer,good,6,gas,92134,automatic,SUV,silver,1,2018-10-22,24
12905,2009,chevrolet tahoe,good,8,gas,118608,automatic,SUV,,,2018-11-08,156
3800,2007,honda civic,good,4,hybrid,135000,automatic,sedan,blue,,2018-10-05,27
7500,2006,ford mustang,good,6,gas,102000,manual,coupe,silver,,2018-06-14,57
2887,1992,ford f350,fair,,diesel,238235,automatic,pickup,red,1,2019-02-20,9
2200,,gmc sierra 1500,good,8,gas,211000,manual,truck,white,1,2018-11-30,14
7500,2005,ford f-150,good,8,gas,98000,automatic,pickup,blue,1,2018-05-17,43
5500,2001,jeep wrangler,good,4,gas,,automatic,SUV,,1,2018-05-06,20
2000,1996,ford f-150,fair,8,gas,,manual,pickup,blue,,2018-10-11,20
8850,2008,ram 1500,excellent,8,gas,151243,automatic,pickup,silver,,2018-09-29,18
10200,2008,toyota tundra,excellent,8,electric,131984,automatic,truck,,1,2019-02-19,20
28990,2015,ford f-350 sd,good,8,diesel,112150,automatic,truck,white,1,2019-03-04,25
13990,2005,toyota tundra,good,8,gas,66697,automatic,truck,white,1,2019-03-06,16
15990,2012,ford f-250 sd,good,8,gas,113419,automatic,truck,white,1,2019-02-02,28
20990,2014,ram 2500,good,8,gas,121437,automatic,truck,white,1,2019-01-17,93
5990,2008,ford explorer,good,6,gas,137809,automatic,SUV,,1,2018-12-06,51
18990,2015,ford f-250 sd,good,8,gas,,automatic,truck,blue,1,2018-11-19,34
2887,1992,ford f350,fair,8,diesel,238235,automatic,pickup,red,1,2018-11-30,94
11000,2002,jeep wrangler,excellent,6,gas,,automatic,offroad,white,1,2019-01-15,64
6995,2013,ford fusion,good,4,gas,99500,automatic,sedan,white,,2018-11-01,78
5995,2013,hyundai sonata,good,4,gas,117000,automatic,sedan,blue,,2018-09-11,82
16900,2005,chevrolet corvette,excellent,8,gas,,automatic,coupe,silver,,2018-08-15,33
6850,2010,jeep liberty,excellent,6,gas,141288,automatic,SUV,black,1,2019-03-07,61
1675,2006,hyundai elantra,good,,gas,133240,automatic,sedan,brown,,2018-11-22,50
20990,2014,ram 2500,good,8,gas,121437,automatic,truck,white,1,2018-12-05,19
13990,2005,toyota tundra,good,8,gas,66697,automatic,truck,,1,2018-08-28,33
5990,2008,ford explorer,good,6,gas,,automatic,SUV,black,1,2018-08-21,28
15990,2012,ford f-250 sd,good,8,gas,113419,automatic,truck,,1,2019-01-28,22
28990,2015,ford f-350 sd,good,8,diesel,,automatic,truck,white,1,2019-02-12,7
17490,2016,ford econoline,good,10,gas,122637,automatic,truck,yellow,,2019-03-16,22
19990,2010,ford f-350 sd,good,,gas,51664,manual,truck,white,1,2018-07-07,4
18990,2015,ford f-250 sd,good,8,gas,134794,automatic,truck,blue,1,2019-04-11,40
14490,2013,chevrolet silverado 3500hd,good,8,gas,,automatic,truck,white,1,2018-08-09,15
21990,2003,gmc sierra 2500hd,good,,diesel,81522,automatic,truck,blue,1,2019-03-11,13
13490,2012,ford econoline,good,8,gas,80836,automatic,truck,white,,2018-12-26,14
21990,,chevrolet silverado 3500hd,good,,gas,,automatic,truck,white,,2018-08-09,36
16990,2008,ford econoline,good,8,gas,99693,automatic,truck,,,2018-12-25,138
16990,2008,ford econoline,good,8,gas,104738,automatic,truck,white,,2018-11-18,36
24990,2015,ford f-250 sd,good,8,gas,43854,automatic,truck,white,1,2018-05-23,80
18490,2015,ford f-250 sd,good,8,gas,124332,automatic,truck,white,1,2018-09-02,42
17490,2016,ford econoline,good,10,gas,122974,automatic,truck,yellow,,2018-11-02,103
31995,2014,toyota tundra,excellent,8,gas,89024,automatic,truck,blue,,2018-05-08,50
11990,2011,ford econoline,good,8,gas,146100,automatic,truck,white,,2019-03-07,29
1000,1996,ford f150,fair,6,gas,200000,automatic,pickup,red,,2019-01-15,64
4800,2010,ford fusion se,excellent,4,gas,141000,automatic,sedan,white,,2018-06-02,31
10900,2010,jeep wrangler,excellent,6,gas,110000,manual,SUV,green,1,2018-07-02,36
13595,2017,volkswagen jetta,excellent,4,gas,33775,automatic,sedan,red,,2018-11-15,28
24300,2008,chevrolet corvette,excellent,8,gas,,automatic,coupe,,,2018-06-01,43
2599,,buick enclave,like new,6,gas,84769,automatic,SUV,white,,2018-08-05,2
15492,2017,toyota corolla,excellent,4,gas,11064,automatic,sedan,black,,2018-05-09,24
17900,1999,ford f350 super duty,excellent,8,diesel,148000,automatic,pickup,white,,2018-10-05,48
5250,2002,dodge dakota,good,6,gas,78000,automatic,pickup,grey,1,2018-06-18,8
2900,2001,honda civic,good,,gas,153000,automatic,sedan,silver,,2019-01-16,62
51995,2018,ram 2500,excellent,6,diesel,3411,automatic,pickup,,1,2018-08-19,26
3200,2007,nissan versa,excellent,4,gas,,automatic,hatchback,,,2018-11-03,98
4500,2009,honda civic,excellent,4,gas,,automatic,coupe,grey,,2018-06-11,43
5200,2009,toyota camry,good,4,gas,154810,manual,sedan,black,,2019-03-04,48
5000,2004,toyota tundra,good,8,gas,205000,automatic,truck,silver,1,2018-08-25,64
8000,2007,chevrolet suburban,good,8,gas,198430,automatic,SUV,white,1,2018-10-02,54
13000,2016,nissan frontier,excellent,6,gas,109000,automatic,pickup,black,1,2018-10-03,86
4100,2006,subaru forester,like new,4,gas,,automatic,wagon,blue,1,2018-11-01,19
34787,2015,ford f-150,excellent,8,gas,66119,automatic,truck,grey,1,2019-02-12,46
7200,2004,jeep wrangler,good,6,gas,177000,manual,convertible,blue,1,2019-02-07,51
2999,2012,ford focus se,like new,4,gas,136725,manual,hatchback,,,2018-11-08,102
2499,2006,honda civic lx,good,4,gas,1,automatic,coupe,,,2018-06-24,18
15900,2017,dodge grand caravan,excellent,6,gas,117500,automatic,mini-van,silver,,2018-09-03,24
13900,2014,dodge grand caravan,good,6,gas,149500,automatic,mini-van,,,2018-11-03,94
12900,2013,dodge grand caravan,excellent,6,gas,154000,automatic,mini-van,white,,2018-08-19,39
8500,2007,ford f-150,excellent,8,gas,170000,automatic,pickup,black,,2018-12-25,38
6695,2013,ford focus se,like new,4,gas,103300,automatic,sedan,red,,2018-10-31,50
1000,2003,jeep liberty,good,6,gas,132000,automatic,SUV,blue,1,2019-03-11,23
2500,2003,chevrolet silverado,good,6,gas,165000,automatic,pickup,silver,,2019-02-27,23
4700,2012,ford focus,like new,4,gas,83907,automatic,hatchback,blue,,2019-04-12,52
6950,2012,honda accord,excellent,4,gas,99843,automatic,sedan,grey,,2018-10-18,32
1650,1998,honda civic,excellent,4,gas,164534,automatic,sedan,,,2018-10-10,53
1999,2000,toyota camry le,good,4,gas,,automatic,sedan,green,,2018-10-11,26
2800,2007,honda accord,good,6,gas,212000,automatic,sedan,blue,,2018-10-19,17
7999,2010,honda odyssey,excellent,6,gas,103000,automatic,mini-van,silver,,2018-08-21,21
7900,2012,ram 1500,excellent,8,gas,103700,automatic,pickup,white,,2018-12-18,19
1800,2002,honda accord,good,4,gas,165000,automatic,coupe,black,,2019-03-06,13
9995,1996,ford f-150,excellent,8,gas,204055,manual,truck,blue,,2018-11-02,55
2000,2000,chevrolet silverado,good,8,gas,170000,automatic,truck,black,,2018-12-12,50
2000,2005,chevrolet trailblazer,good,6,gas,189000,automatic,SUV,brown,,2019-01-10,16
25600,2017,ford mustang gt coupe 2d,good,8,gas,42957,other,coupe,black,,2019-01-30,56
1800,2005,ford explorer,fair,6,gas,169000,automatic,SUV,blue,,2018-05-17,42
25000,,chevrolet silverado,excellent,8,diesel,280000,automatic,truck,grey,1,2018-09-12,30
1900,2003,ford escape,excellent,6,gas,121000,automatic,other,grey,1,2018-10-28,17
399,2018,gmc yukon,like new,8,gas,14000,automatic,SUV,black,1,2018-09-05,29
4300,2012,ford fusion,good,4,gas,51000,automatic,sedan,red,,2019-03-11,48
6900,2015,chevrolet malibu,excellent,4,gas,55000,automatic,sedan,silver,,2019-04-08,20
3999,2005,ford explorer,excellent,6,gas,117619,automatic,SUV,silver,1,2019-01-05,46
6999,2005,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,red,1,2019-01-25,69
3900,,chrysler town & country,good,6,gas,143050,automatic,mini-van,blue,,2018-09-29,48
5999,2010,nissan altima,excellent,,gas,120417,automatic,sedan,white,,2019-04-02,25
5000,2007,gmc acadia,good,6,gas,153450,automatic,SUV,brown,,2018-09-06,48
9900,2011,bmw x5,excellent,6,gas,182000,automatic,SUV,grey,1,2018-05-03,43
13195,2011,ford f-150,good,6,gas,,other,truck,white,1,2018-05-11,9
9500,2007,cadillac escalade,good,8,gas,108000,automatic,SUV,,1,2018-06-11,16
6500,1997,jeep wrangler,good,6,gas,172000,manual,other,black,1,2018-06-27,28
3200,2004,toyota prius,excellent,4,hybrid,227000,automatic,hatchback,,,2019-01-27,45
14488,2017,honda civic lx,excellent,4,gas,41520,automatic,sedan,silver,,2019-02-24,74
4999,2007,ford f250,good,8,gas,92000,automatic,truck,white,,2018-09-09,21
28995,2014,ram 2500,good,8,gas,97831,automatic,truck,,1,2018-11-01,32
18995,2015,ram 2500,good,8,gas,135942,automatic,truck,grey,1,2018-10-27,16
34995,2012,ram 2500,good,8,diesel,72610,automatic,truck,black,1,2019-02-16,27
20000,1962,chevrolet impala,good,6,gas,0,automatic,sedan,blue,,2019-02-14,57
500,2001,honda civic lx,good,4,gas,,manual,coupe,silver,,2019-03-26,42
3000,1993,chevrolet silverado 1500,good,8,gas,338865,manual,pickup,red,,2018-07-01,54
3495,2003,ram 1500,good,8,gas,226438,manual,truck,white,,2018-08-24,10
4995,2006,ford f-250,good,8,gas,204084,automatic,truck,orange,,2018-08-19,13
27995,2016,ram 2500,good,8,gas,64025,automatic,truck,grey,1,2018-10-27,33
17695,2012,chevrolet silverado 2500hd,good,8,gas,102125,automatic,truck,white,1,2018-11-20,5
8950,2009,chevrolet silverado 1500,good,,gas,179231,automatic,truck,blue,1,2018-12-22,24
18975,2018,toyota rav4,good,4,gas,17758,automatic,SUV,red,,2019-01-07,18
13450,,chevrolet equinox,excellent,4,gas,32000,automatic,SUV,white,,2018-12-12,12
8995,2014,toyota camry,excellent,4,gas,80000,automatic,sedan,black,,2019-01-12,2
4900,2008,gmc sierra 1500,good,6,gas,1,automatic,truck,,,2018-06-20,69
3900,2007,chevrolet impala,good,6,gas,154500,automatic,sedan,,,2018-11-29,11
9988,2010,ford f-150,good,8,gas,109087,automatic,truck,blue,,2018-08-07,22
13988,,jeep cherokee,good,6,gas,81283,automatic,SUV,custom,1,2019-04-02,23
7988,2012,nissan rogue,good,4,gas,103020,automatic,SUV,,1,2019-03-09,74
7988,2012,toyota rav4,good,4,gas,164467,automatic,SUV,blue,1,2018-08-20,105
13900,2009,jeep wrangler,excellent,6,gas,83502,automatic,offroad,black,1,2018-05-15,27
16000,2009,toyota tacoma,like new,6,gas,115000,automatic,truck,green,1,2018-12-17,4
26124,2018,ford escape,excellent,3,gas,2050,automatic,SUV,black,1,2018-10-25,29
8995,2010,ford edge,excellent,6,gas,87217,automatic,SUV,blue,,2018-08-29,75
17000,2011,ram 1500,excellent,8,gas,,automatic,truck,white,1,2019-02-25,102
12250,2017,chevrolet cruze,excellent,4,gas,43952,automatic,sedan,blue,,2018-08-14,33
21895,2016,chevrolet impala,excellent,6,gas,49835,automatic,sedan,white,,2019-02-09,27
14900,,gmc sierra,excellent,8,gas,95801,automatic,truck,black,1,2018-10-26,26
3595,2008,kia sorento,like new,6,gas,130000,automatic,SUV,red,,2018-10-15,60
17000,2011,ford f-150,excellent,8,gas,109645,automatic,truck,white,1,2018-09-09,80
9500,2013,ford explorer,excellent,6,gas,123388,automatic,SUV,black,1,2018-12-30,43
4000,2005,bmw x5,like new,8,gas,148000,automatic,SUV,silver,1,2018-09-27,80
17900,2015,ford explorer,excellent,6,gas,51600,automatic,SUV,black,1,2018-09-13,18
20870,,ford fusion,excellent,6,gas,50515,automatic,sedan,blue,1,2019-02-06,7
12500,2017,ford escape,excellent,,gas,,automatic,SUV,black,,2018-05-02,12
53219,2019,ford explorer,excellent,6,gas,5740,automatic,SUV,black,1,2019-01-05,85
11500,2017,nissan altima,excellent,4,gas,20000,automatic,sedan,white,,2018-12-01,1
5000,2005,cadillac escalade,excellent,8,gas,163650,automatic,SUV,custom,,2018-12-01,17
12900,2018,chevrolet malibu,excellent,4,gas,31000,automatic,sedan,silver,,2018-06-19,33
10000,2014,nissan frontier,excellent,4,gas,117300,manual,pickup,silver,,2018-05-25,35
11900,2019,ford escape,excellent,4,gas,7000,automatic,SUV,,,2019-03-23,44
14200,2015,honda cr-v,excellent,4,gas,49666,automatic,SUV,,1,2018-09-24,39
16500,2011,ford mustang,excellent,8,gas,58305,manual,coupe,,,2018-12-08,30
20995,2004,chevrolet corvette,excellent,8,gas,13776,automatic,coupe,silver,,2018-11-13,26
40264,2018,buick enclave,excellent,6,gas,2737,automatic,SUV,red,,2018-08-14,85
20995,,chevrolet equinox,excellent,4,gas,,automatic,SUV,,1,2018-10-08,17
4250,2010,chevrolet malibu,excellent,4,gas,,automatic,sedan,white,,2019-03-03,15
26500,2011,jeep wrangler unlimited,excellent,6,gas,29700,automatic,SUV,,1,2018-08-04,55
34994,2017,bmw x5,excellent,6,gas,50546,automatic,SUV,grey,1,2019-03-07,64
14000,2011,ram 1500,excellent,8,gas,108683,automatic,truck,silver,1,2018-07-22,59
31700,2018,ford f-150,excellent,6,gas,23741,automatic,truck,blue,1,2018-06-28,11
4595,2000,ford ranger,like new,6,gas,,automatic,pickup,red,,2019-03-14,52
5700,2013,volkswagen jetta,good,5,gas,132000,automatic,sedan,white,,2018-10-13,7
17500,2015,honda odyssey,excellent,6,gas,,automatic,mini-van,blue,,2019-01-16,9
10800,2004,chevrolet silverado,good,8,gas,141560,automatic,pickup,black,,2018-10-02,12
4950,2012,ford fusion,excellent,4,gas,,automatic,sedan,silver,,2018-11-20,20
6400,2014,dodge grand caravan,good,,gas,128200,automatic,van,grey,,2018-06-25,57
30500,2015,gmc sierra 1500,excellent,8,gas,46987,automatic,truck,white,1,2018-11-22,51
48780,2019,gmc sierra 1500,excellent,,gas,4134,automatic,truck,black,1,2019-02-08,74
14995,2013,volkswagen passat,excellent,4,diesel,22064,automatic,sedan,white,,2019-04-05,49
600,2017,dodge grand caravan,excellent,,gas,60808,automatic,mini-van,grey,,2019-03-02,58
4000,2007,subaru forester,excellent,4,gas,,automatic,wagon,,1,2018-09-11,66
9995,2012,ford f-150,good,6,gas,151708,automatic,truck,white,,2018-12-14,84
13995,2014,chevrolet silverado 1500,good,8,gas,144000,other,truck,white,,2019-02-13,26
7995,2012,ford f-150,good,6,gas,201000,automatic,truck,,,2018-09-30,29
2995,1996,ford mustang,good,8,gas,,automatic,coupe,grey,,2019-01-22,7
6888,2010,ford escape,excellent,6,gas,,automatic,SUV,white,,2018-07-16,28
7999,2004,gmc sierra 1500,excellent,8,gas,,automatic,truck,custom,1,2019-03-20,28
8099,2004,ford f-150,excellent,8,gas,111500,automatic,pickup,custom,,2019-03-04,27
6999,2012,honda odyssey,excellent,6,gas,160132,automatic,van,grey,,2019-02-20,74
28277,2018,chevrolet camaro,excellent,6,gas,2979,automatic,coupe,white,,2018-05-27,24
500,2013,chevrolet cruze,excellent,4,gas,90710,automatic,sedan,red,,2018-06-17,96
26000,2017,ram 1500,good,8,gas,,automatic,truck,,1,2018-07-06,22
18995,2011,ford f-150,good,6,gas,101311,automatic,truck,red,1,2018-08-22,29
2995,1999,jeep cherokee,good,,gas,174640,automatic,SUV,white,1,2018-11-23,71
3995,2001,ford f-150,good,8,gas,207269,automatic,truck,black,,2019-02-07,99
7995,2004,ram 1500,good,8,gas,124449,automatic,truck,grey,1,2018-06-09,38
19495,2016,chevrolet colorado,good,6,gas,65943,automatic,truck,grey,1,2018-12-25,58
6495,2002,ford f-250 sd,good,10,gas,158830,automatic,truck,grey,,2018-05-17,47
7995,2008,ram 1500,good,8,gas,132346,automatic,truck,,1,2019-02-25,68
16995,2011,chevrolet suburban,good,8,gas,112694,automatic,SUV,white,1,2019-01-20,11
7495,2008,dodge dakota,good,6,gas,83278,other,truck,white,1,2018-06-08,8
4995,2005,ford f-150,good,8,gas,138760,automatic,truck,red,1,2018-12-20,34
11495,2011,chevrolet tahoe,good,8,gas,143266,automatic,SUV,silver,,2018-11-19,19
11995,2011,ram 1500,good,8,gas,116861,automatic,truck,,1,2019-01-12,21
500,2012,ford focus,excellent,,gas,119590,automatic,hatchback,silver,,2019-02-06,21
600,2014,jeep grand cherokee,excellent,6,gas,131168,automatic,SUV,grey,1,2018-05-04,26
18600,2012,ford mustang gt coupe 2d,good,8,gas,96562,other,coupe,,,2018-10-04,20
25600,2017,ford mustang gt coupe 2d,good,8,gas,42957,other,coupe,,,2018-06-20,7
6995,2012,ford focus se,like new,4,gas,,automatic,sedan,silver,,2018-09-30,30
25200,2015,chevrolet silverado 1500 crew,good,8,gas,94954,automatic,pickup,silver,1,2018-09-12,45
14995,2016,ford explorer,like new,,gas,127482,automatic,wagon,black,,2018-12-04,84
4995,2008,hyundai santa fe,excellent,4,gas,148000,automatic,SUV,silver,,2018-11-12,23
10900,2010,jeep wrangler,excellent,6,gas,110000,manual,SUV,green,1,2019-02-27,18
500,2005,chevrolet malibu,good,6,gas,227285,automatic,sedan,silver,,2018-09-16,22
1500,2004,ford explorer,good,6,gas,197000,automatic,SUV,black,,2018-06-20,38
12000,1998,ram 2500,excellent,6,diesel,296062,automatic,pickup,black,1,2019-01-13,21
20000,2011,gmc sierra,excellent,8,gas,,automatic,truck,silver,1,2018-09-27,82
26999,2012,ford f350,excellent,8,diesel,153322,automatic,pickup,,1,2018-07-02,57
5595,2007,gmc sierra 1500,like new,8,gas,,automatic,pickup,,,2019-02-04,65
35999,2016,chevrolet silverado 2500hd,excellent,,diesel,144537,automatic,pickup,,1,2019-04-09,8
12800,2017,hyundai elantra,good,4,gas,25800,automatic,other,red,,2019-01-04,14
3500,2002,ram 1500,good,8,gas,131000,automatic,pickup,grey,1,2018-07-17,42
13500,2017,chevrolet impala,like new,4,gas,,automatic,sedan,,,2018-12-20,10
23799,2015,honda odyssey,excellent,6,gas,74700,automatic,mini-van,,,2018-07-07,13
17000,2008,jeep wrangler,excellent,6,gas,106800,automatic,SUV,black,1,2018-12-05,6
750,2002,chevrolet suburban,fair,8,gas,,automatic,SUV,grey,1,2018-12-16,41
9500,2017,chevrolet malibu,like new,,gas,54631,automatic,sedan,grey,,2018-10-17,47
6600,2014,chevrolet malibu,like new,4,gas,70732,automatic,sedan,silver,,2018-10-16,2
3800,2013,chevrolet cruze,good,4,gas,191600,automatic,sedan,grey,,2018-11-02,42
4800,2002,ram 1500,good,8,gas,217852,automatic,pickup,grey,1,2018-09-26,143
51900,2018,cadillac escalade,excellent,8,gas,49130,automatic,SUV,black,1,2018-11-08,4
7995,2010,toyota prius,good,4,hybrid,128000,automatic,sedan,custom,,2018-11-16,50
1750,2004,hyundai elantra,excellent,4,gas,181256,automatic,sedan,silver,,2018-10-31,67
7995,2007,jeep liberty,excellent,6,gas,106187,automatic,SUV,,1,2018-11-22,24
49900,2019,chevrolet silverado 1500,like new,8,gas,2360,automatic,pickup,,1,2019-03-10,65
5295,2008,ram 1500,like new,8,gas,140000,automatic,pickup,silver,1,2018-08-05,36
46148,2017,cadillac escalade,excellent,8,gas,46353,automatic,SUV,white,1,2018-12-17,8
12500,2012,ford f-150,excellent,,gas,98407,automatic,truck,grey,1,2018-05-16,33
5995,2008,toyota rav4,good,4,gas,140000,automatic,SUV,black,,2018-12-07,50
5895,2005,ram 1500,like new,8,gas,,automatic,pickup,yellow,1,2018-09-17,12
5900,,buick enclave,excellent,6,gas,186000,automatic,SUV,brown,,2018-09-05,33
3450,2011,nissan sentra,good,4,gas,126000,automatic,sedan,silver,,2018-07-15,39
20200,2018,nissan frontier crew cab sv,good,6,gas,49596,other,pickup,black,1,2018-10-13,56
9950,2011,ford f-150,good,6,gas,121928,automatic,truck,white,1,2018-06-24,62
9950,2007,gmc sierra 1500,good,8,gas,101837,automatic,truck,white,1,2018-06-14,40
18950,2012,chevrolet silverado 1500,good,,gas,128135,automatic,truck,white,1,2018-07-30,2
3950,2008,ford f-150,good,,gas,236740,automatic,truck,white,,2018-07-21,72
15905,2006,toyota tacoma,good,6,gas,148951,automatic,truck,blue,1,2018-05-31,25
11905,2008,gmc sierra 1500,good,8,gas,146676,automatic,truck,blue,,2018-05-08,37
14500,1980,chevrolet corvette,excellent,8,gas,68000,manual,convertible,custom,,2018-06-15,35
4700,2012,ford focus,good,4,gas,98243,automatic,sedan,red,,2018-07-29,13
4000,1995,chevrolet camaro,good,6,gas,158000,automatic,coupe,,,2019-02-26,33
13500,2016,jeep cherokee,excellent,4,gas,44000,automatic,SUV,,,2018-08-22,40
3995,2005,ford ranger,good,,gas,134000,automatic,truck,silver,1,2018-05-24,22
16250,2012,toyota tundra,excellent,8,gas,118000,automatic,pickup,brown,1,2018-12-27,105
6000,1983,ford f-250,good,8,gas,,automatic,truck,white,1,2019-02-14,43
8800,2009,honda cr-v,good,4,gas,106700,automatic,other,,1,2019-01-27,54
2500,1995,ford ranger,good,4,gas,,manual,pickup,black,,2019-02-08,22
7000,2006,gmc sierra,good,8,gas,,automatic,pickup,green,,2018-12-05,18
3980,2012,ford focus se,excellent,4,gas,157000,manual,hatchback,silver,,2018-07-16,48
8800,2009,toyota camry,good,6,gas,106900,automatic,other,grey,,2019-02-27,6
4495,2011,chevrolet equinox,good,4,gas,200859,automatic,SUV,grey,1,2018-07-09,24
10995,2009,jeep wrangler,excellent,6,gas,125639,manual,SUV,black,1,2018-07-13,19
25000,2003,ram 3500,excellent,6,diesel,,automatic,pickup,green,1,2018-11-04,38
17000,2010,chevrolet camaro,excellent,8,gas,130000,manual,coupe,orange,,2018-05-24,108
9500,2014,honda accord,excellent,4,gas,96000,automatic,sedan,black,,2018-08-14,35
8990,2010,toyota rav4,excellent,4,gas,127489,automatic,SUV,black,1,2018-05-05,29
13900,,gmc sierra 2500hd,like new,8,diesel,330000,automatic,truck,white,1,2018-09-20,21
5900,2011,ford mustang,good,6,gas,159250,automatic,convertible,white,,2019-03-01,15
7694,2006,ford f-150,excellent,8,gas,162249,automatic,truck,silver,1,2018-06-27,22
10995,,ram 1500,good,8,gas,124326,automatic,other,blue,1,2018-09-18,12
9700,,chrysler 300,excellent,,gas,,automatic,sedan,silver,,2018-09-01,12
1900,2004,bmw x5,good,6,gas,90,automatic,sedan,white,,2019-01-26,44
7800,2007,jeep grand cherokee,good,6,gas,80200,automatic,other,grey,1,2018-11-15,25
6800,2011,nissan altima,good,4,gas,118900,automatic,other,black,,2018-05-22,32
8500,2016,ford fusion se,excellent,4,gas,111349,automatic,sedan,silver,,2018-06-28,21
3900,2002,chevrolet tahoe,excellent,8,gas,175000,automatic,SUV,green,1,2018-08-02,27
10750,2012,honda accord,excellent,,gas,85500,automatic,coupe,grey,,2018-07-24,6
4700,2009,hyundai santa fe,good,6,gas,130272,automatic,SUV,grey,,2019-01-27,36
4490,2010,subaru impreza,good,4,gas,114766,automatic,hatchback,blue,1,2019-04-16,32
9990,2014,toyota tacoma,like new,6,gas,107186,automatic,truck,white,,2018-08-20,6
8990,2014,ford f-150,excellent,8,gas,,automatic,truck,white,1,2018-11-09,14
26900,2016,ram 2500,excellent,,diesel,184800,automatic,truck,,1,2018-11-01,37
26000,2011,ford f250 super duty,good,6,diesel,160131,automatic,pickup,white,1,2019-02-28,18
8500,2007,ford f-150,good,8,gas,,automatic,truck,grey,1,2018-10-02,13
5500,2007,honda odyssey,excellent,6,gas,141475,automatic,mini-van,,,2018-05-02,48
2800,1999,ford f-150,good,8,gas,202000,automatic,pickup,green,1,2018-06-12,9
